Question,Answer
사회복무요원이 될 예정인데 가족의 생계가 곤란해질 것 같아요. 어떻게 하면 될까요?,사회복무요원 또한 '생계곤란 병역감면 제도'의 대상이 될 수 있습니다. 가족을 부양하는 데 어려움이 있을 때 병무청에 소집면제 또는 소집해제를 신청할 수 있습니다. 이와 관련한 제도는 생계곤란 병역감면 제도입니다. 참고해주세요.
"전시근로역이 뭐고, 생계곤란 때문에 복무를 면제받을 수 있나요?","'생계곤란 병역감면 제도'에 따라 현역병 입대 통지를 받았지만, 가족의 생계를 유지할 수 없는 상황이라면 전시근로역으로 편입되거나 면제받을 수 있습니다. 이를 위해 지방병무청에 신청해야 합니다. 이와 관련한 제도는 생계곤란 병역감면 제도입니다. 참고해주세요."
병역감면을 받으려면 어떤 조건이 필요한가요?,"병역감면을 받기 위해서는 가족의 부양비, 재산액, 월수입액 등이 모두 일정 기준에 해당해야 '생계곤란 병역감면 제도'를 신청할 수 있습니다. 이와 관련한 제도는 생계곤란 병역감면 제도입니다. 참고해주세요."
병역감면 신청은 어떻게 하나요?,병역감면 신청은 거주지에 있는 지방병무청을 직접 방문하거나 우편으로 신청서를 보내면 됩니다. 이와 관련한 제도는 생계곤란 병역감면 제도입니다. 참고해주세요.
생계곤란 병역감면에 대해 상세한 정보를 어디서 알 수 있나요?,생계곤란 병역감면에 대한 자세한 정보는 병무청 누리집을 방문하거나 병무청 병무민원상담소로 전화 문의하시면 알 수 있습니다. 이와 관련한 제도는 생계곤란 병역감면 제도입니다. 참고해주세요.
대체복무요원도 생계곤란으로 인해 병역을 면제받을 수 있나요?,"네, 대체복무요원도 생계가 어렵다면 '생계곤란 병역감면 제도'를 통해 소집면제 또는 소집해제처분을 받을 수 있습니다. 병무청에 신청하면 도움을 받을 수 있습니다. 이와 관련한 제도는 생계곤란 병역감면 제도입니다. 참고해주세요."
거주지 지방병무청에 가지 않고 감면 신청을 할 수 있는 방법이 있나요?,"네, 병역감면 신청은 거주지 지방병무청에 방문하지 않아도 우편을 통해 신청이 가능합니다. 필요한 서류를 우편으로 보내면 접수됩니다. 이와 관련한 제도는 생계곤란 병역감면 제도입니다. 참고해주세요."
병역감면 신청에 필요한 서류는 무엇이 있나요?,"병역감면 신청 시, 가족의 생계를 증명할 수 있는 서류가 필요합니다. 구체적인 서류 목록이나 필요한 내용은 병무청의 안내를 참조하거나 병무민원상담소로 문의하시면 됩니다. 이와 관련한 제도는 생계곤란 병역감면 제도입니다. 참고해주세요."
국가근로장학금 신청 시 필요한 성적 기준은 무엇인가요?,"국가근로장학금 신청을 위해서는 C0 학점 이상, 즉 70점(100점 만점) 이상의 성적을 충족해야 합니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요."
학자금 지원구간 8구간 이하인 학생에게 국가근로장학금이 지원되나요?,"네, 학자금 지원구간 8구간 이하인 조건을 만족하는 학생들은 국가근로장학금 지원 대상입니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요."
국가근로장학금의 교외 근로 시급은 어떻게 되나요?,"국가근로장학금에서 정한 교외 근로 시급은 11,150원입니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요."
방학 중 국가근로장학금 수령 시 최대 근로 시간은 얼마인가요?,방학 중에는 1주당 최대 40시간 까지 근로가 가능합니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요.
한 학기에 국가근로장학금으로 최대 몇 시간까지 근무할 수 있나요?,국가근로장학금 수혜생은 한 학기에 최대 520시간까지 근무할 수 있습니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요.
국가근로장학금 신청은 어떻게 하면 되나요?,국가근로장학금 신청은 한국장학재단 누리집을 통해 온라인으로 할 수 있습니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요.
국가근로장학금에 대한 문의는 어디로 하면 될까요?,국가근로장학금에 대한 문의는 한국장학재단으로 전화(☎1599-2290)하거나 한국장학재단 누리집을 방문하시면 됩니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요.
학자금 지원구간이 무엇인가요?,"학자금 지원구간이란 학생 및 가구원의 소득, 재산, 부채에 대한 정보를 바탕으로 월 소득 인정액에 따라 개인별로 1~10구간으로 지원 범위를 정하는 제도입니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요."
신입생이나 편입생도 국가근로장학금 신청 시 성적 기준을 충족해야 하나요?,신입생과 편입생은 첫 학기에 한해서 국가근로장학금 신청 시 성적 기준이 적용되지 않습니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요.
학부모의 실·폐업 같은 긴급 경제적 위기 상황이 있는 경우 국가근로장학금의 소득 기준이 달라지나요?,"네, 학부모의 실·폐업 등 긴급 경제적 위기 상황이 있는 경우 학자금 지원구간의 적용을 배제할 수 있습니다. 이와 관련한 제도는 국가근로장학금입니다. 참고해주세요."
학교에서 많이 힘들어하는 학생을 위한 도움을 받을 수 있는 곳에서는 구체적으로 어떤 프로그램이 제공되나요?,"학교에서 힘들어하는 학생들을 위한 도움은 위(Wee)클래스에서 제공되며, 개인상담, 집단상담, 교육프로그램, 심리검사 등을 포함합니다. 자세한 내용은 해당 학교의 위(Wee)클래스에 문의하시는 것이 좋습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
고위기 학생들을 위한 장기간의 치유 및 교육지원은 어디서 받을 수 있나요?,고위기 학생들을 위한 장기간의 치유와 교육지원은 위(Wee)스쿨에서 제공합니다. 이곳에서는 중장기적인 치유가 필요한 학생들을 대상으로 여러 프로그램이 운영됩니다. 위(Wee)스쿨에 대한 보다 자세한 정보는 지역교육청에 문의하실 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요.
자녀가 학교에 적응하기 어려워하는데 어디로 상담 신청을 해야 하나요?,"학교에 적응하기 어려워하는 자녀를 위한 상담은 위(Wee)클래스 또는 위(Wee)센터를 통해 신청하실 수 있습니다. 위(Wee)클래스의 경우 학교 방문 또는 전화로 신청하면 되며, 위(Wee)센터의 경우에는 소속학교를 통해 공문으로 신청 가능합니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
심리검사와 치유 원스톱 서비스를 제공받고 싶어요. 어디서 신청할 수 있나요?,심리검사와 치유 원스톱 서비스를 제공받고 싶으시면 위(Wee)센터를 이용하시면 됩니다. 각 지역교육지원청에 위치한 위(Wee)센터를 통해 상담 및 심리검사 서비스를 신청할 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요.
가정형 위(Wee)센터는 어떤 경우에 이용할 수 있나요?,"가정형 위(Wee)센터는 이혼, 방임, 학대 등 가정적 요인으로 학업중단 위기에 놓인 학생을 대상으로 하는 서비스입니다. 돌봄(주거), 상담, 교육을 통합하여 지원합니다. 이용 방법은 위(Wee)센터 또는 학교장을 통한 접수 의뢰를 통해 가능합니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
학업중단 숙려제 상담을 받고 싶은데 어디서 지원을 받을 수 있나요?,학업중단 숙려제 상담은 위(Wee)센터에서 지원받을 수 있습니다. 지역교육지원청에 있는 위(Wee)센터를 방문하거나 전화로 신청하면 됩니다. 자세한 내용은 각 위(Wee)센터에 문의해보시길 권장합니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요.
학교 폭력으로 어려움을 겪고 있는 아이를 위해 교사가 도움을 청할 수 있는 곳은 어디인가요?,"학교 폭력으로 어려움을 겪는 학생을 위해 교사는 위(Wee)클래스를 통해 도움을 청할 수 있습니다. 담임교사를 통해 학교 내 상담 프로그램이나 심리검사 등의 지원을 접수할 수 있으며, 위(Wee)센터에도 의뢰할 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
방과 후 아이들에게 직업진로교육을 받게 하고 싶어요. 어디로 문의해야 하나요?,"방과 후 아이들에게 직업진로교육을 제공받고자 한다면 위(Wee)스쿨 프로그램을 이용하실 수 있습니다. 위(Wee)센터 또는 학교장을 통해 접수 의뢰할 수 있으며, 지역교육청에 문의하시면 자세한 안내를 받을 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
학업중단 위기 학생에게 제공되는 체험 프로그램은 무엇이 있나요?,"학업중단 위기 학생을 위한 체험 프로그램은 위(Wee)클래스나 위(Wee)센터를 통해 제공되고 있습니다. 각 기관마다 제공하는 프로그램의 내용과 방식이 다를 수 있으니, 상세한 정보는 방문 또는 전화로 해당 기관에 직접 문의해보시는 것이 좋습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
우울증 증세로 혼자서 학교생활이 어려운 학생을 도울 수 있는 곳은 어디일까요?,우울증 증세로 어려움을 겪고 있는 학생은 위(Wee)센터에서 지원을 받을 수 있습니다. 학교에서 의뢰하거나 학생 본인 또는 보호자가 직접 위(Wee)센터로 문의하여 심리 진단 및 치유 상담 등의 서비스를 받을 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요.
"우리 아이가 아동복지시설에서 생활하고 있는데, 저축을 할 경우 정부 지원이 있는지 알고 싶어요.","만 18세 미만의 아동복지시설 생활 아동이 적립금을 디딤씨앗통장에 저축할 경우, 국가(지자체)에서 그 금액의 2배를 추가로 매칭하여 지원합니다. 예를 들어 아동이 5만 원을 적립하면 최대 10만 원까지 매칭 지원해줍니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요."
소년소녀 가정 아이가 있어요. 금전적 도움이 될 만한 복지제도가 있나요?,"만 18세 미만의 소년소녀가정 아동에게는 디딤씨앗통장에 후원 등으로 저축할 때 국가가 2배 매칭해주는 혜택을 제공합니다. 월 적립 가능한 최대 금액은 50만 원이며, 이 중 5만 원까지는 국가가 1:2 비율로 매칭하여 최대 10만 원까지 지원합니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요."
"저소득층 가정의 자녀인데, 아이의 저축에 대한 지원을 받을 수 있나요?","생계급여나 의료급여수급자 가정의 아동이라면 만 12세부터 17세 사이에 디딤씨앗통장을 통해 저축 지원을 받을 수 있습니다. 아동이 저축하면 그 금액의 2배를 국가로부터 지원받으며, 월 5만 원까지는 1:2 매칭으로 최대 10만 원까지 지원해줍니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요."
행정복지센터에서 어떤 서류를 준비해야 디딤씨앗통장을 신청할 수 있나요?,디딤씨앗통장의 신청 절차나 필요한 서류는 담당 지역의 읍면동 주민센터(행정복지센터)에서 정확하게 안내받으실 수 있습니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요.
"내 아이가 디딤씨앗통장에 가입하고 싶어하는데, 한 달에 얼마까지 지원 받을 수 있나요?","디딤씨앗통장을 통해 아동이 저축할 수 있는 한도는 월 50만 원까지이며, 이 중 5만 원까지는 국가 지원을 통해 1:2 매칭으로 최대 10만 원까지 받을 수 있습니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요."
아동권리보장원 자립지원부에서 디딤씨앗통장에 대해 자세한 상담을 받고 싶어요. 어떻게 연락할 수 있나요?,아동권리보장원 자립지원부로 상담을 원하신다면 02-6454-8666으로 연락하시거나 홈페이지(http://www.adongcda.or.kr)를 통해 정보를 얻을 수 있습니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요.
만 18세 미만 아동 중 디딤씨앗통장 가입이 가능한 대상에는 어떤 아동들이 포함되나요?,"디딤씨앗통장 가입 대상에는 아동복지시설·공동생활가정·장애인시설에서 생활하는 아동, 위탁가정 아동, 소년소녀가정 아동, 그리고 생계급여나 의료급여수급자 가정의 아동이 포함됩니다. 수급자 가정의 아동은 만 12세부터 17세까지 가입이 가능합니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요."
디딤씨앗통장 가입하려면 복지상담센터에 바로 연락해야 하나요?,디딤씨앗통장 가입과 관련하여 복지상담이 필요하시면 보건복지상담센터 129번으로 먼저 문의하실 수 있습니다. 주민센터에 가기 전에 필요한 정보를 확인하는 것이 좋습니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요.
디딤씨앗통장에 아동이 직접 저축해야만 국가가 지원을 해주나요?,"네, 아동 발달지원계좌인 디딤씨앗통장에 아동이나 후원자를 통해 저축이 이루어진 경우에 한해 국가가 해당 금액의 최대 2배까지를 지원해줍니다. 최대 지원한도는 월 10만 원입니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요."
디딤씨앗통장이 아동이 미래를 준비하는 데 어떻게 도움이 될까요?,"디딤씨앗통장은 아동이 자금을 적립하며 경제적으로 독립할 수 있는 기반을 마련할 수 있게 돕는 제도로, 저축액에 따라 국가가 최대 2배까지 지원해줌으로써 아동의 미래 자립자금 마련에 크게 기여합니다. 이와 관련한 제도는 아동발달지원계좌(디딤씨앗통장)입니다. 참고해주세요."
경계선지능아동 사례관리서비스를 받기 위해서 어떤 절차를 거쳐야 하나요?,경계선지능아동 사례관리서비스를 받기 위해서는 먼저 아동복지시설에서 아동의 기존 진단결과 및 선별체크리스트 결과를 바탕으로 종합심사를 받아 최종 선정되어야 합니다. 이후 아동권리보장원 자립지원부로 서비스 신청을 하면 됩니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요.
선별검사를 포함한 경계선지능아동의 지원 비용은 어떻게 마련되나요?,선별검사를 포함한 경계선지능아동을 위한 지원 비용은 복지 서비스의 일환으로 제공되며 예산 범위 내에서 지원됩니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요.
경계선지능아동 맞춤형 사례관리서비스에서 제공되는 선별검사에는 어떤 내용이 포함되어 있나요?,"해당 서비스에서 제공되는 선별검사에는 지능검사, HTP, 문장완성검사 등이 포함되어 있으며, 예산 범위 내에서 사회성숙도 검사를 추가하여 실시할 수 있습니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요."
아동권리보장원에 경계선지능아동 맞춤형 사례관리 서비스 신청 시 필요한 자료는 무엇인가요?,아동권리보장원에 서비스 신청 시 필요한 자료로는 아동복지시설에서 작성한 기존 진단결과와 선별체크리스트 결과가 요구됩니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요.
경계선지능아동에 대한 선별검사는 어떤 기관에서 실시하나요?,경계선지능아동을 대상으로 한 선별검사는 지역사회 내 병의원 또는 임상심리사가 실시하게 됩니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요.
선별검사의 비용 지원 자격이 있는 아동은 어떻게 선별되나요?,선별체크리스트를 통해 경계선지능으로 판단되는 아동이 비용 지원 자격을 얻게 됩니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요.
보호아동 중 경계선지능아동 맞춤형 사례관리서비스의 최종 선정 기준은 무엇인가요?,보호아동 중에서는 선별검사 결과와 종합심사를 거쳐 경계선지능으로 진단받은 아동이 최종 선정 기준입니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요.
경계선지능아동 맞춤형 사례관리 서비스 신청에 대해 문의하고 싶을 때는 어디로 연락해야 하나요?,서비스 신청에 대한 문의는 보건복지상담센터(☎129) 또는 아동권리보장원(☎02-6454-8500)에 연락하시면 됩니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요.
"선별체크리스트란 무엇이고, 어떻게 활용되나요?","선별체크리스트는 아동이 경계선지능에 해당하는지 예비 평가하는 도구로, 해당 체크리스트 결과를 바탕으로 선별검사의 대상 아동을 판단합니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요."
아동 맞춤형 사례관리 서비스 제공이란 구체적으로 어떤 지원을 의미하나요?,"아동 맞춤형 사례관리 서비스 제공은 경계선지능으로 진단받은 아동에게 특화된 지원 프로그램을 제공하는 것을 의미하며, 각 아동의 개별적인 요구와 상황에 맞는 서비스를 구성하여 지원합니다. 이와 관련한 제도는 경계선지능아동 맞춤형 사례관리서비스입니다. 참고해주세요."
저는 대학소재지가 지원 조건에 영향을 미치는지 알고 싶어요. 선발 기준에 대한 정보는 어디서 찾을 수 있나요?,"대학 소재지 및 기타 선발 기준에 대한 자세한 정보는 한국장학재단 홈페이지에서 확인하실 수 있습니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
우수한 저소득층 대학생을 위한 무료 기숙사 지원이 있다고 들었습니다. 어떤 기준으로 선발하나요?,"선발 기준은 저소득층이면서 성적이 우수한 대한민국 국적 대학 학부생 대상입니다. 보다 구체적인 기준은 한국장학재단 홈페이지에서 확인 가능합니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
마포구에 있는 대학생 연합생활관 신청을 위해 언제 어디로 접수해야 하나요?,"대학생 연합생활관 신청은 1월에 한국장학재단 누리집을 통해 온라인으로 가능합니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
연합생활관 기숙사비용에 대해 알고 싶습니다. 보증금 외에 추가 비용이 있나요?,"기본적으로 생활관비는 무상이며, 보증금은 30만 원으로 퇴실 시 전액 환급됩니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
연합생활관 입사 후 제공되는 편의시설이 궁금합니다. 어떤 시설을 이용할 수 있나요?,"연합생활관 내에는 공동취사실, 세탁실, 독서실, 멘토링실, 체력단련실 등의 주요 편의시설을 이용하실 수 있습니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
제가 부담해야 하는 기숙사비 이외의 추가 비용은 어떻게 되나요? 숨겨진 비용은 없나요?,"기숙사 이용에는 보증금 30만 원을 제외하고 추가적으로 부담하실 비용은 없습니다. 보증금은 퇴실 시 환급받으실 수 있습니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
한국장학재단에서 제공하는 연합생활관에 지원하고 싶습니다. 어떤 절차를 거쳐야 하나요?,"지원하고자 하는 경우, 모집 시기인 1월에 한국장학재단 누리집에서 온라인으로 신청해야 합니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
"대학생 연합생활관이 어떤 위치에 있으며, 주변에 어떤 대중교통이 있나요?","대학생 연합생활관은 서울시 마포구 희우정로 90에 위치해 있으며, 지하철 2호선 합정역과 6호선 망원역과 인접해 있습니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
"연합생활관 입사를 희망하는데, 기숙사 수용 인원은 어떻게 되나요?","대학생 연합생활관은 총 138명을 수용할 수 있으며, 69실이 2인 1실로 구성돼 있습니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
기숙사 지원에 관한 질문이나 문제 발생 시 어디로 연락해야 할까요?,"기숙사 지원에 대한 문의는 한국장학재단 콜센터(☎1599-2290)나 누리집(https://www.kosaf.go.kr)을 통해 하실 수 있습니다. 이와 관련한 제도는 대학생 연합생활관(롯데,마포)입니다. 참고해주세요."
예술체육 비전장학금의 지원 대상에는 어떤 학년의 학생이 포함되나요?,"예술체육 비전장학금은 국내 4년제 대학의 예술 및 체육계열학과 1, 3학년 재학생을 지원 대상으로 합니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요."
3학년 예술 및 체육계열학과 장학생은 어떤 유형의 지원을 받을 수 있나요?,"3학년 예술 및 체육계열학과 장학생은 전공확립(I, II) 유형에 따라 등록금 전액과 기초생활수급자의 경우 추가적으로 생활비를 지원받을 수 있습니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요."
예술체육 비전장학금의 생활비 지원내용에는 어떤 것이 있나요?,"생활비 지원은 학기당 250만 원의 공통지원이 있으며, 기초생활수급자에게는 추가로 학기당 250만 원을 더 지급합니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요."
장학금의 등록금 전액 지원을 계속 받기 위한 성적 기준은 무엇인가요?,"등록금 전액 지원을 계속 받기 위한 성적 기준은 직전학기 백분위 성적이 90점 이상 이거나, 평점 기준으로는 4.5점 만점에 3.6점 이상, 혹은 4.3점 만점에 3.4점 이상이어야 합니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요."
예술체육 비전장학금의 최소 이수학점은 어떻게 되나요?,"계속지원기준에 따라, 장학금을 계속 받기 위해서는 직전학기에 최소 12학점을 이수해야 합니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요."
제1유형과 제2유형 장학금의 차이점은 무엇인가요?,"제1유형은 1학년 대상으로 등록금 전액과 모든 학생에게 학기당 250만 원의 생활비, 추가로 기초생활수급자에게는 더 지원되며, 제2유형은 3학년 대상으로 등록금 전액과 기초생활수급자에게만 추가 생활비가 지원됩니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요."
예술체육 비전장학금의 지원 기준이나 금액을 알 수 있는 곳은 어디인가요?,한국장학재단 누리집에서 예술체육 비전장학금의 지원 기준과 금액을 확인할 수 있습니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요.
기초생활수급자가 아닌 장학생의 생활비 지원 금액은 얼마인가요?,"기초생활수급자가 아니더라도, 장학생 모두에게 학기당 250만 원의 생활비 지원이 있습니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요."
예술체육 비전장학금 신청은 어디에서 할 수 있나요?,예술체육 비전장학금의 신청은 한국장학재단 누리집을 통해 가능합니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요.
예술체육 비전장학금과 관련하여 문의하고 싶을 때 어디로 연락해야 하나요?,예술체육 비전장학금에 대한 문의는 한국장학재단으로 전화(1599-2290) 혹은 한국장학재단 누리집을 통하여 하실 수 있습니다. 이와 관련한 제도는 예술체육 비전장학금입니다. 참고해주세요.
저소득층 가정의 초등학생 아이들도 급식비를 지원받을 수 있나요?,"네, 기초생활수급자, 한부모가족, 차상위계층에 속하는 저소득가구의 초등학생 자녀들도 급식비 지원이 가능합니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요."
"고등학생 자녀를 둔 차상위계층 가정인데, 급식비 지원을 받으려면 어디로 신청해야 하나요?","급식비 지원을 신청하시려면 가까운 읍면동 주민센터(행정복지센터)를 방문하거나, 복지로(http://www.bokjiro.go.kr), 혹은 교육비원클릭시스템(http://oneclick.moe.go.kr)을 통해 온라인으로 신청하실 수 있습니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요."
급식비 지원은 학기 중 어느 시기에 받을 수 있나요?,"급식비 지원은 학기 중에 이루어지며, 중식비 형태로 제공됩니다. 다만, 이미 무상급식을 실시하는 지역의 경우에는 해당되지 않습니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요."
"모든 지역에서 학생들에게 무상급식이 실시되고 있다고 들었는데, 그럼 급식비 지원은 어떻게 되나요?",현재 모든 지역의 초·중·고·특수학교 학생에게는 무상급식이 실시되고 있으므로 별도의 급식비 지원은 이루어지지 않습니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요.
"급식비 지원 대상에 포함된다면, 어떤 서류가 필요한가요?","급식비 지원 신청 시 필요한 구체적인 서류는 지역마다 다를 수 있으니, 신청 전에 해당 주민센터에 문의하시거나, 교육비 중앙상담센터로 문의해 상세하게 안내받으시는 것이 좋습니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요."
교육비 지원에 대해 문의하고 싶을 때는 어디로 전화해야 하나요?,교육비 지원과 관련된 문의는 교육비 중앙상담센터로 전화하시면 됩니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요.
"한부모가족인데, 중학교에 다니는 자녀도 급식비 지원을 받을 수 있나요?","네, 한부모가족 소속의 중학생 자녀도 급식비 지원 대상에 포함될 수 있습니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요."
"급식비 지원을 받으려고 하는데, 지원 범위가 지역마다 다르다는데 어디서 확인할 수 있나요?","급식비 지원 대상 범위는 시·도교육청별로 상이할 수 있으므로, 구체적인 정보는 해당 지역의 교육청에 문의하시거나 교육비 중앙상담센터에 연락하여 확인하실 수 있습니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요."
특수학교 학생도 급식비 지원을 받을 수 있는지 궁금합니다. 어떻게 되나요?,"예, 특수학교 학생들도 급식비 지원 대상에 포함되나, 현재 무상급식을 전면 실시하고 있어 별도의 급식비 지원은 없습니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요."
"급식비 지원에 관해서 더 알아보고 싶은데, 정보를 얻을 수 있는 웹사이트가 있나요?",급식비 지원에 대한 자세한 정보는 복지로 웹사이트(http://www.bokjiro.go.kr)와 교육비원클릭시스템(http://oneclick.moe.go.kr)에서 확인하실 수 있습니다. 이와 관련한 제도는 급식비 지원입니다. 참고해주세요.
고양시에 위치한 대학생 기숙사는 얼마나 많은 학생을 수용할 수 있나요?,"고양시에 위치한 대학생 기숙사는 총 986명의 학생을 수용할 수 있습니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
대학생 연합생활관에 입주를 원한다면 언제 신청해야 하나요?,"대학생 연합생활관의 정기모집은 1월에 1학기에 대해, 7월에는 2학기에 대한 입주 신청을 할 수 있습니다. 만약 공실이 발생할 경우엔 매월 첫째 주에 수시모집이 있습니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
대학생 연합생활관의 기숙사비와 보증금은 각각 얼마인가요?,"대학생 연합생활관의 기숙사비는 월 15만 원이며, 보증금은 15만 원으로 책정되어 있습니다. 보증금은 퇴실 시 전액 환급됩니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
대학생 연합생활관의 입주 가능 대상에는 휴학생도 포함되나요?,"네, 대학생 연합생활관의 입주 가능 대상에는 휴학생도 포함되며 외국인 학생도 입주할 수 있습니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
대학생 연합생활관 입주 신청을 위해 어디에서 신청하면 되나요?,"대학생 연합생활관 입주 신청은 한국장학재단의 누리집에서 온라인으로 신청할 수 있습니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
대학생 연합생활관에 어떤 종류의 편의시설이 제공되고 있나요?,"대학생 연합생활관에는 식당, 카페, 편의점, 세탁실, 도서관, 멀티미디어실, 열람실, 체력단련실, 공동취사실 등이 제공됩니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
원흥역에서 가까운 대학생 기숙사는 어디에 있나요?,"경기도 고양시 덕양구 원흥1로 23에 위치한 대학생 연합생활관은 지하철 3호선 원흥역 인근에 있습니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
대학생 연합생활관 기숙사의 수용인원은 몇 명이고 몇 실이 있나요?,"대학생 연합생활관 기숙사는 총 986명을 수용할 수 있으며 총 493실이 있습니다. 장애인을 위한 별도의 5실도 준비되어 있습니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
대학생 연합생활관에 장애인을 위한 특별한 시설이 있나요?,"네, 대학생 연합생활관에는 장애인을 위한 5실이 별도로 준비되어 있습니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
