,Question,Answer,Documents
723,맞춤형급여 종류 중에서 집을 구하는 데 도움을 주는 서비스는 어떻게 신청하나요?,주거급여가 바로 그 서비스입니다. 1600-1004번인 LH 마이홈 또는 1600-0777번 주거급여 콜센터로 전화하여 신청할 수 있습니다.,주거급여 (맞춤형급여)
724,주거급여 지원을 위한 LH 마이홈에 전화하고 싶은데 번호를 잊어버렸어요. 알려줄 수 있나요?,"네, LH 마이홈 전화번호는 1600-1004입니다. 여기로 전화하셔서 주거급여와 관련된 문의를 하실 수 있습니다.",주거급여 (맞춤형급여)
725,주거비를 지원받기 위한 문의를 하려고 하는데 어디로 전화해야 하고 내용은 어디서 찾을 수 있을까요?,"주거급여 신청과 관련된 문의는 1600-0777번 주거급여 콜센터로 하실 수 있고, 관련 정보는 http://www.myhome.go.kr LH 마이홈 웹사이트에서 확인할 수 있습니다.",주거급여 (맞춤형급여)
726,LH 마이홈과 주거급여 콜센터에는 어떤 문의를 할 수 있나요?,"LH 마이홈과 주거급여 콜센터에서는 주거급여에 대해 문의하실 수 있습니다. 신청 방법, 지원 대상, 지원 내용 등에 대한 질문을 하실 수 있어요.",주거급여 (맞춤형급여)
727,"내가 월세로 살 집을 찾고 있는데, 순수 월세 대출을 받으려면 어떤 조건을 충족해야 하나요?","순수 월세 대출을 받으려면 보증금이 1억 원 이하이며 월세가 60만 원 이하, 그리고 전용면적이 85㎡(읍면지역은 100㎡) 이하인 주택을 대상으로 월세계약을 체결해야 합니다. 또한 부부의 합산 순자산가액이 3억 2500만 원 이하여야 하며 무주택자여야 합니다.",주거안정 월세대출 (순수 월세 대출 시)
728,월세 보증금이 1억원이 넘으면 주거안정 월세대출을 이용할 수 없나요?,그렇습니다. 주거안정 월세대출은 보증금 1억 원 이하인 주택에 해당하는 월세 계약에만 적용되므로 1억 원을 초과하는 보증금에 대해서는 이 대출을 이용할 수 없습니다.,주거안정 월세대출 (순수 월세 대출 시)
729,읍면 지역에서 주거안정 월세대출을 받으려면 주택의 전용면적 제한이 어떻게 되나요?,"읍면 지역에서 주거안정 월세대출을 받을 경우, 전용면적은 100㎡ 이하인 주택을 대상으로 합니다. 도시 지역과 달리 면적 제한이 조금 더 넉넉합니다.",주거안정 월세대출 (순수 월세 대출 시)
730,부부합산 순자산가액이 얼마 이하여야 주거안정 월세대출 자격이 주어지나요?,부부합산 순자산가액은 3억 2500만 원 이하여야 주거안정 월세대출 자격을 얻을 수 있습니다. 그 이상일 경우 대출 대상에서 제외됩니다.,주거안정 월세대출 (순수 월세 대출 시)
731,제가 무주택자인데 아파트 월세가 70만 원이면 주거안정 월세대출을 받을 수 있는 자격이 되나요?,"아니요, 주거안정 월세대출은 월세 60만 원 이하의 주택에 한하여 가능하므로 70만 원인 경우에는 대출 자격에 해당하지 않습니다.",주거안정 월세대출 (순수 월세 대출 시)
732,주거안정 월세대출 신청 시 전용면적의 기준은 도시와 읍면 지역에 따라 다른가요?,"네, 도시 지역의 경우 전용면적이 85㎡ 이하여야 하고, 읍면 지역은 전용면적이 100㎡ 이하인 주택에 한하여 주거안정 월세대출을 신청할 수 있습니다.",주거안정 월세대출 (순수 월세 대출 시)
733,만 36세인 제가 주거안정 월세대출을 우대형으로 받으려면 어떤 조건을 충족해야 하나요?,"주거안정 월세대출 우대형 대상자가 되려면 만 35세 이하로 제한되므로, 만 36세인 경우 우대형 조건에 해당하지 않습니다.",주거안정 월세대출 (순수 월세 대출 시)
734,소득이 3800만 원인데 주거안정 월세대출 우대형 혜택을 받을 수 있을까요?,소득이 4000만 원 이하인 경우에는 취업 5년 내 사회초년생(만 35세 이하)일 경우 우대형으로 주거안정 월세대출 혜택을 받을 수 있습니다.,주거안정 월세대출 (순수 월세 대출 시)
735,부모님 연소득이 5800만 원이고 막 대학을 졸업한 저는 취업을 준비 중입니다. 주거안정 월세대출 우대형 혜택을 받을 수 있나요?,"부모님 연소득이 6000만 원 이하이고, 만 35세 이하의 무소득 취업준비생일 경우 우대형으로 주거안정 월세대출 혜택을 받을 수 있습니다.",주거안정 월세대출 (순수 월세 대출 시)
736,"희망저축계좌에 가입하고 있는데, 주거안정 월세대출을 받을 수 있나요?",희망저축계좌 가입자는 주거안정 월세대출 우대형의 대상자가 됩니다.,주거안정 월세대출 (순수 월세 대출 시)
737,"작년에 근로장려금을 받았는데, 주거안정 월세대출 우대형 신청이 가능한가요?",1년 이내에 근로장려금 수급사실이 인정되면 주거안정 월세대출 우대형 대상자에 해당되어 신청하실 수 있습니다.,주거안정 월세대출 (순수 월세 대출 시)
738,현재 주거급여를 받고 있습니다. 주거안정 월세대출 우대형을 이용할 수 있나요?,"주거급여 수급자는 주거안정 월세대출 우대형의 대상자이므로, 이용할 수 있습니다.",주거안정 월세대출 (순수 월세 대출 시)
739,"만약 부부의 합산 연소득이 6000만 원이라면, 순수 월세 대출 시 일반형 대상자가 될 수 있나요?","아니요, 부부의 합산 연소득이 5000만 원을 넘는 경우 순수 월세 대출 시 일반형 대상자로 인정되지 않습니다.",주거안정 월세대출 (순수 월세 대출 시)
740,주거안정 월세대출 일반형에 해당되기 위해 필요한 근로소득과 재직 기간은 어떻게 되나요?,"근로소득을 받는 경우, 최소 1개월 이상 재직하며 그 달의 온전한 소득이 있어야 주거안정 월세대출의 일반형 대상자가 될 수 있습니다.",주거안정 월세대출 (순수 월세 대출 시)
741,우대형에 해당하지 않으면 주거안정 월세대출 일반형을 신청할 수 있는 조건은 무엇인가요?,"우대형에 해당하지 않는 사람의 경우, 부부합산 연소득이 5000만 원 이하이면서 근로소득자는 최소 1개월 이상 재직하여 온전한 1개월의 소득이 존재해야 합니다.",주거안정 월세대출 (순수 월세 대출 시)
742,"내가 월세 대출을 받으려고 하는데, 신청 자격에 대해 알려줄 수 있나요?","네, 만약 순수 월세를 지원받고자 한다면, 일반형 대상자는 부부합산 연소득 5000만 원 이하이며, 근로소득이 있는 경우 1개월 이상의 재직기간과 해당 기간의 소득이 증명되어야 합니다.",주거안정 월세대출 (순수 월세 대출 시)
743,"우대형에 해당되지 않는 경우, 주거안정 월세대출 신청 기준에 대해 설명해 주세요.","우대형에 해당되지 않을 경우, 주거안정 월세대출 신청을 위해서는 부부합산 연소득 5000만 원 이하 여야 하고, 근로소득이 있는 경우에는 최소 1개월간 재직하며 그 달에 받은 생소득이 필요합니다.",주거안정 월세대출 (순수 월세 대출 시)
744,"주거안정 월세대출 일반형 대상자가 되려면, 연소득 제한뿐만 아니라 어떤 조건을 충족해야 하나요?","일반형 대상자가 되기 위해서는 연소득 제한 외에도, 근로소득자인 경우 최소한의 재직 기간인 1개월이 필요하며, 해당 기간 동안의 온전한 월 소득이 있어야 합니다.",주거안정 월세대출 (순수 월세 대출 시)
745,"월세를 안정적으로 납부하려고 하는데, 어떤 대출을 이용할 수 있나요?",주거안정 월세대출을 활용하실 수 있습니다. 이 대출은 저금리로 매월 최대 40만 원까지 월세 납부를 위한 자금을 2년 동안 지원합니다.,주거안정 월세대출 (순수 월세 대출 시)
746,주거안정 월세대출의 대출 금리는 어떻게 되나요?,"우대형은 1.0%의 저금리를 적용받을 수 있고, 일반형은 1.5%의 금리가 적용됩니다.",주거안정 월세대출 (순수 월세 대출 시)
747,최대로 지원받을 수 있는 주거안정 월세대출 금액이 얼마인가요?,최대 960만 원까지 지원받으실 수 있습니다. 이는 2년간 매달 40만 원을 지원받는 경우의 총액입니다.,주거안정 월세대출 (순수 월세 대출 시)
748,주거안정 월세대출 받을 때 임대인 통장으로 바로 납부해도 되나요?,"네, 대출받은 금액을 임대인 통장으로 바로 납부하는 것이 가능합니다. 1년에 480만 원을 연납하는 조건으로 허용됩니다.",주거안정 월세대출 (순수 월세 대출 시)
749,"저는 월세 납부 자금을 매달 받고 싶어요. 주거안정 월세대출을 이용할 경우, 매달 받을 수 있는 금액은 어떻게 되나요?",이 대출을 통해서는 매달 최대 40만 원까지의 월세 자금을 2년 동안 지원받으실 수 있습니다.,주거안정 월세대출 (순수 월세 대출 시)
750,"주거안정 월세대출 신청 시, 연납 방식을 선택한다면 지원 받는 기간이 줄어드나요?","아니요, 연납 방식을 선택하더라도 2년간의 대출 지원 기간에는 변동이 없습니다. 다만, 1년에 480만 원을 한 번에 납부하는 조건이 적용됩니다.",주거안정 월세대출 (순수 월세 대출 시)
751,월세를 지급할 때 도움을 받을 수 있는 국가 지원 제도는 무엇인가요?,주거안정 월세대출 제도를 이용하실 수 있습니다. 이 제도는 순수 월세비용에 대한 대출을 지원하여 주거 안정을 도모합니다.,주거안정 월세대출 (순수 월세 대출 시)
752,주거안정 월세대출을 신청하고 싶습니다. 어디로 방문해야 하나요?,"주거안정 월세대출 신청은 우리은행, KB국민은행, 신한은행, NH농협은행, IBK기업은행 등 주택도시기금 수탁은행으로 방문하시면 됩니다.",주거안정 월세대출 (순수 월세 대출 시)
753,특정 은행을 직접 방문하지 않고도 주거안정 월세대출을 신청할 수 있는 방법이 있나요?,"네, 있습니다. 기금e든든 웹사이트나 모바일 애플리케이션을 통해 온라인으로 신청하실 수 있습니다.",주거안정 월세대출 (순수 월세 대출 시)
754,월세대출을 받고 싶은데 어떤 은행들이 주택도시기금 수탁은행인가요?,"주택도시기금 수탁은행으로는 우리은행, KB국민은행, 신한은행, NH농협은행, IBK기업은행이 있습니다.",주거안정 월세대출 (순수 월세 대출 시)
755,기금e든든을 통해 주거안정 월세대출을 신청하려면 어떤 사이트로 접속해야 하나요?,기금e든든의 공식 웹사이트인 http://enhuf.molit.go.kr 에 접속하여 신청하실 수 있습니다.,주거안정 월세대출 (순수 월세 대출 시)
756,주거안정 월세대출 신청 후 일반적인 대출 승인 절차는 어떻게 되나요?,신청서 제출 후 심사 과정을 거치게 됩니다. 승인 여부는 해당 은행이나 기금e든든을 통해 알려드립니다.,주거안정 월세대출 (순수 월세 대출 시)
757,주거안정 월세대출을 받고 싶은데 어디로 문의해야 하나요?,"월세 보증금과 월세의 안정적인 지불을 돕기 위한 주거안정 월세대출의 문의는 주택도시기금 또는 해당 기금의 수탁은행인 우리은행, KB국민은행, 신한은행, NH농협은행, IBK기업은행에 하시면 됩니다.",주거안정 월세대출 (순수 월세 대출 시)
758,주택도시기금 월세대출은 어떻게 신청할 수 있나요?,주택도시기금을 통한 월세대출 신청은 주택도시기금 전화번호 1566-9009로 문의하거나 온라인 사이트 http://nhuf.molit.go.kr를 통해 안내받을 수 있습니다.,주거안정 월세대출 (순수 월세 대출 시)
759,주거안정 월세대출의 자격 조건을 알려주세요.,"주거안정 월세대출의 자격 조건과 필요 서류 등 구체적인 정보는 주택도시기금에 직접 문의하는 것이 가장 정확합니다. 연락할 수 있는 전화번호는 1566-9009이며, 주택도시기금의 공식 웹사이트도 방문해 볼 수 있습니다.",주거안정 월세대출 (순수 월세 대출 시)
760,월세대출을 받을 때 필요한 서류는 무엇인가요?,"월세대출에 필요한 서류는 대출 기관에 따라 차이가 날 수 있으므로, 주택도시기금에 연락하거나 주거안정 월세대출을 제공하는 수탁은행에 문의하여 확인해야 합니다.",주거안정 월세대출 (순수 월세 대출 시)
761,주거안정 월세대출 정책은 어떤 은행에서도 이용 가능한가요?,"주거안정 월세대출은 주택도시기금 지정 수탁은행을 통해서만 이용할 수 있습니다. 해당 은행으로는 우리은행, KB국민은행, 신한은행, NH농협은행, IBK기업은행이 있습니다.",주거안정 월세대출 (순수 월세 대출 시)
762,주택도시기금 월세대출을 위해 은행을 직접 방문해야 하나요?,"주택도시기금 월세대출 관련 문의는 온라인 또는 전화로 할 수 있지만, 실제 대출 신청과 서류 제출 과정에서는 방문이 필요할 수 있습니다. 구체적인 절차는 주택도시기금이나 수탁은행에 문의하여 확인해 보시기 바랍니다.",주거안정 월세대출 (순수 월세 대출 시)
763,주거안정 월세대출 보증을 받으려면 월세 계약 조건에 어떤 제한이 있나요?,"주거안정 월세대출 보증을 신청하기 위해서는 보증금이 1억 원 이하이며, 월세금이 60만 원 이하여야 합니다.",주거안정 월세대출 보증
764,주거안정 월세대출 보증 지원을 받을 수 있는 월세계약의 보증금 상한 금액은 얼마인가요?,주거안정 월세대출을 받기 위한 월세계약의 보증금 상한선은 1억 원입니다.,주거안정 월세대출 보증
765,만약 제가 월세로 집을 계약하려 합니다. 임대료 기준으로 주거안정 월세대출 보증을 이용할 수 있는 한도는 어떻게 되나요?,주거안정 월세대출 보증을 이용할 수 있는 임대료 한도는 월 60만 원입니다.,주거안정 월세대출 보증
766,주거안정 월세대출 보증 신청 시 은행에서 이용할 수 있는 월세자금 대출 최대 금액은 얼마인가요?,"주거안정 월세대출 보증은 월세금의 최대 90%까지 지원하며, 총 864만 원 한도로 2년간 매월 최대 36만 원까지 대출을 받을 수 있습니다.",주거안정 월세대출 보증
767,시중 은행에서 지원받을 수 있는 주거안정 월세대출 보증의 보증료율은 어느 정도인가요?,주거안정 월세대출 보증의 보증료는 연 0.02%로 매우 저렴합니다.,주거안정 월세대출 보증
768,대출 기간 동안 주거안정 월세대출 보증으로 지원받을 수 있는 월세의 비율을 알려주세요.,대출 기간 중 주거안정 월세대출 보증을 통해 월세금의 최대 90%까지 지원받을 수 있습니다.,주거안정 월세대출 보증
769,주거안정 월세대출 보증 제도의 지원 기간은 얼마나 되나요?,주거안정 월세대출 보증 제도는 최대 2년간 지원을 받을 수 있습니다.,주거안정 월세대출 보증
770,"주거안정 월세대출 보증을 이용할 때, 매월 최대로 지원 가능한 월세 금액은 어떻게 되나요?","이 제도를 이용할 경우, 매월 최대 36만 원까지 월세 자금을 지원받을 수 있습니다.",주거안정 월세대출 보증
771,"만약 제가 월세로 살고 있는데 매월 내는 금액이 40만 원이라면, 주거안정 월세대출 보증으로 얼마까지 지원받을 수 있나요?","월세가 40만 원인 경우, 주거안정 월세대출 보증으로 월세의 90%에 해당하는 최대 36만 원까지 지원받을 수 있으므로, 매월 36만 원까지 대출이 가능합니다.",주거안정 월세대출 보증
772,주거 안정을 위한 월세대출 보증을 받으려면 어떻게 신청해야 하나요?,"주거안정 월세대출 보증을 신청하기 위해서는 우리은행, KB국민은행, IBK기업은행, 신한은행, NH농협은행 중 한 곳에 직접 방문하여 신청하시면 됩니다.",주거안정 월세대출 보증
773,월세 보증금 대출을 받기 위해 은행에 방문 신청하려 하는데 어디로 가야 하죠?,"월세 보증금 대출을 위해서는 다음 은행들 중 하나를 방문하여 신청하실 수 있습니다: 우리은행, KB국민은행, IBK기업은행, 신한은행, NH농협은행.",주거안정 월세대출 보증
774,"월세 지원을 받기 위해 은행에서 무엇을 신청해야 하며, 어떤 은행을 방문해야 하나요?","월세를 지원받기 위한 대출 보증은 우리은행, KB국민은행, IBK기업은행, 신한은행, NH농협은행 등에서 신청하실 수 있습니다. 이 중 한 곳을 선택하여 방문하셔서 대출 보증을 신청하시면 됩니다.",주거안정 월세대출 보증
775,월세 보증금 대출에 대해 알아보고 싶어요. 어디로 연락해야 하나요?,"월세 보증금 대출과 관련된 문의는 한국주택금융공사에서 취급하고 있습니다. 그 곳의 연락처는 1688-8114 이며, 자세한 정보는 웹사이트에서 확인하실 수 있습니다. 웹사이트 주소는 http://www.hf.go.kr 입니다.",주거안정 월세대출 보증
776,한국주택금융공사에서 제공하는 주거 지원 프로그램에 관해 더 알고 싶습니다. 연락처를 알려주실 수 있나요?,물론입니다. 한국주택금융공사의 주거 지원 프로그램에 대한 문의는 전화번호 1688-8114를 이용하여 연락하시면 상담받으실 수 있습니다. 또한 공식 웹사이트 주소는 http://www.hf.go.kr 에서 더욱 자세한 정보를 제공받으실 수 있습니다.,주거안정 월세대출 보증
777,"저희 가족이 월세 생활비 지원을 받고 싶은데, 어디로 연락해야 할까요?","월세 생활비 지원에 대한 상담은 한국주택금융공사에서 담당하고 있습니다. 문의하실 전화번호는 1688-8114 이며, 추가 정보는 http://www.hf.go.kr 에서 확인하실 수 있습니다.",주거안정 월세대출 보증
778,‘월세 지원 대출’을 받고 싶어 하는데 어디로 문의해야 하나요?,"월세 지원 대출 관련해서는 한국주택금융공사에 문의하시면 됩니다. 문의하실 수 있는 번호는 1688-8114이며, 공사의 웹사이트인 http://www.hf.go.kr 에서도 관련 정보를 확인하실 수 있습니다.",주거안정 월세대출 보증
779,한국주택금융공사의 월세 부담 경감 프로그램에 대해 자세히 알고 싶어요. 어떻게 연락을 취해야 하나요?,"월세 부담 경감 프로그램에 관한 문의는 한국주택금융공사로 해주시면 안내 받으실 수 있습니다. 연락처는 1688-8114이며, 필요한 정보는 http://www.hf.go.kr에서 확인하실 수 있습니다.",주거안정 월세대출 보증
780,전월세자금 대출에 대한 정보를 어디서 얻을 수 있습니까?,"전월세자금 대출에 관련된 정보는 한국주택금융공사에서 제공합니다. 상담 및 안내를 원하시면 1688-8114 번호로 연락하시고, 더 많은 정보는 http://www.hf.go.kr 웹사이트에서 확인하실 수 있습니다.",주거안정 월세대출 보증
781,주거취약계층 주거지원 대상에 해당하는 사람은 어떤 조건을 갖춰야 하나요?,"주거취약계층 주거지원 대상이 되기 위해서는 쪽방, 고시원, 비닐하우스 등 주택이 아닌 장소에서 3개월 이상 거주하는 경우, 가정폭력이나 범죄 피해자, 그리고 최저주거기준에 미달하는 주거 환경에서 만 18세 미만의 아동과 함께 생활하는 가구 등이 해당됩니다.",주거취약계층 주거지원
782,가정폭력으로 인해 피해를 입은 사람도 주거취약계층 주거지원을 받을 수 있나요?,"네, 가정폭력 피해자는 주거취약계층 주거지원을 받을 수 있는 대상에 포함됩니다.",주거취약계층 주거지원
783,"고시원 생활을 3개월 넘게 하고 있다면, 주거취약계층 주거지원 혜택을 신청할 수 있나요?","예, 고시원에서 3개월 이상 거주하고 있다면 주거취약계층 주거지원 신청 자격이 있습니다.",주거취약계층 주거지원
784,범죄피해 경험이 있거나 그 영향을 받고 있는 사람도 주거취약계층 주거지원 대상인가요?,"그렇습니다, 범죄피해자는 주거지원 서비스를 받을 자격이 있는 주거취약계층에 포함됩니다.",주거취약계층 주거지원
785,불완전한 주거환경에서 아이와 생활하고 있는 가정은 어떠한 지원을 받을 수 있나요?,불완전한 주거환경에서 만 18세 미만의 아동과 거주하는 가구는 주거취약계층으로 분류되어 주거지원을 받을 수 있습니다.,주거취약계층 주거지원
786,비영구적인 거처인 비닐하우스에 사는 사람들도 주거지원을 신청할 수 있나요?,"네, 비닐하우스와 같은 비영구적인 거처에서 3개월 이상 생활하는 사람들도 주거취약계층 주거지원의 대상입니다.",주거취약계층 주거지원
787,주거취약계층에게 제공되는 임대주택의 종류에는 어떤 것이 있나요?,"주거취약계층을 위한 임대주택으로는 매입임대, 전세임대, 국민임대가 있습니다.",주거취약계층 주거지원
788,매입임대나 전세임대 주택을 계약할 때 최대 거주 기간은 어떻게 되나요?,매입임대와 전세임대 주택은 최대 20년 동안 거주가 가능합니다.,주거취약계층 주거지원
789,국민임대주택의 경우 거주할 수 있는 최장 기간은 얼마인가요?,국민임대주택은 최장 30년까지 거주할 수 있습니다.,주거취약계층 주거지원
790,주거취약계층 주거지원 프로그램의 초기 계약 기간은 얼마나 되나요?,주거취약계층에 대한 초기 계약 기간은 2년입니다.,주거취약계층 주거지원
791,주거취약계층 주거지원 프로그램에서 계약을 재계약할 수 있는 간격은 어떻게 되나요?,해당 프로그램에서는 2년 단위로 재계약이 가능합니다.,주거취약계층 주거지원
792,주거지원을 받고 있는 주거취약계층이 재계약 없이 계속 거주할 수 있는 임대주택은 있나요?,"아니요, 주거취약계층 주거지원 프로그램은 재계약을 통해 거주할 수 있으며, 자동 연장되는 형태의 주거지원은 제공하지 않습니다.",주거취약계층 주거지원
793,주거취약계층이 주거지원을 받기 위해 어디에 신청해야 하나요?,주거취약계층 주거지원을 신청하시려면 주소지에 해당하는 주민센터(행정복지센터) 또는 해당 운영기관을 방문하시면 됩니다. 만약 범죄피해자라면 지방검찰청에 신청이 가능합니다.,주거취약계층 주거지원
794,범죄피해를 당한 주거취약계층이 주거지원을 위해 가야 할 곳은 어디인가요?,범죄피해자인 주거취약계층은 주거지원 신청을 위해 지방검찰청에 직접 방문하여 신청하실 수 있습니다.,주거취약계층 주거지원
795,나는 외국인인데 주거취약계층 주거지원을 받고 싶어요. 어디로 신청해야 하나요?,외국인이라도 주거취약계층에 속한다면 지원을 받을 권리가 있습니다. 주거지원 신청은 거주지의 주민센터(행정복지센터)에 가서 진행할 수 있습니다.,주거취약계층 주거지원
796,주거환경이 열악한 사람들을 위한 정부 지원 프로그램에 관해 알아보고 싶어요. 어디로 연락해야 하나요?,주거취약계층을 위한 정부 지원 프로그램에 대해 알아보시려면 LH마이홈에 연락하시는 것이 좋습니다. 해당 서비스의 문의 전화번호는 1600-1004입니다.,주거취약계층 주거지원
797,"경제적 어려움으로 인해 집을 잃을 위기에 처한 경우, 정부의 어떤 지원을 받을 수 있을까요?",정부의 주거지원 서비스를 이용하려면 LH마이홈에 문의해 보실 수 있습니다. 도움을 구하기 위한 전화번호는 1600-1004로 연락하시면 됩니다.,주거취약계층 주거지원
798,나 같은 저소득층이 살 집을 찾을 때 어떤 정부 프로그램을 통해 도움받을 수 있을까요?,저소득층을 위한 주거지원은 LH마이홈을 통해 받으실 수 있습니다. 자세한 정보는 전화번호 1600-1004로 문의하실 수 있습니다.,주거취약계층 주거지원
799,청년월세 한시 특별지원을 신청할 수 있는 연령대는 어떻게 되나요?,신청 가능한 연령대는 만 19세부터 만 34세 이하의 청년입니다.,청년월세 한시 특별지원
800,청년월세 한시 특별지원을 받기 위한 임차보증금과 월세 한도는 어떻게 되나요?,"임차보증금은 5천만 원 이하이며, 월세는 60만 원 이하인 주택에 거주하는 경우에 해당합니다.",청년월세 한시 특별지원
801,청년월세 한시 특별지원의 소득 조건 가이드라인에 대해 알려주세요.,"청년 원가구의 소득이 기준 중위소득 100% 이하이며, 청년 독립가구 소득이 기준 중위소득 60% 이하인 경우 지원 대상입니다.",청년월세 한시 특별지원
802,청년월세 한시 특별지원을 신청하기 위해 부모님과 같이 살아도 되나요?,"아니요, 부모님과 별도로 거주하는 무주택 청년에게 해당 지원이 제공됩니다.",청년월세 한시 특별지원
803,만 30세 이상의 미혼 청년이 청년월세 한시 특별지원을 신청할 때 소득 기준은 어떻게 되나요?,"만 30세 이상의 미혼 청년은 소득이 중위소득 50% 이상이어도, 생계를 달리한다고 인정되면 원가구 소득 고려 없이 지원 대상이 될 수 있습니다.",청년월세 한시 특별지원
804,"혼인 이혼한 상태거나 미혼부, 미혼모의 경우 청년월세 한시 특별지원 받을 때 어떤 조건이 적용되나요?",이러한 경우에는 원가구의 소득을 고려하지 않고 지원 대상으로 포함될 수 있습니다.,청년월세 한시 특별지원
805,청년월세 지원금은 한 달에 최대 얼마까지 제공되나요?,청년월세 한시 특별지원은 실제 납부하는 임대료에 따라 월 최대 20만 원까지 제공됩니다.,청년월세 한시 특별지원
806,"청년월세 한시 특별지원은 몇 개월 동안 지급되며, 어떤 비용이 제외되나요?","지원은 최대 12개월 동안 제공되며, 임차보증금과 관리비 등은 지원 대상에서 제외됩니다.",청년월세 한시 특별지원
807,청년월세 한시 특별지원 신청기간은 언제까지인가요?,신청기간은 2022년 8월부터 2023년 8월까지 총 1년간입니다.,청년월세 한시 특별지원
808,청년월세 한시 특별지원을 받으려면 최대 지원금액 한도는 얼마인가요?,최대 지원금액 한도는 240만 원입니다.,청년월세 한시 특별지원
809,지급기간에 대해 알고 싶어요. 청년월세 특별지원금은 언제부터 언제까지 지급되나요?,청년월세 한시 특별지원금은 2022년 11월부터 2024년 12월까지 지급됩니다.,청년월세 한시 특별지원
810,"청년월세 한시 특별지원은 몇 차례 지원되는 건가요, 그리고 지원 받는 동안 어떤 제한이 있나요?","지원은 생애 한 번에 한해 최대 12회까지 분할 지원되며, 임차보증금이나 관리비는 지원에 포함되지 않습니다.",청년월세 한시 특별지원
811,청년월세 한시 특별지원 지원 신청은 어떻게 하나요?,온라인의 경우 복지로 웹사이트(http://www.bokjiro.go.kr)에서 청년이 본인 인증 후 신청하실 수 있습니다. 오프라인 신청을 원하시면 거주지 관할 주민센터에 방문하여 신청하면 됩니다. 대리인 신청도 가능합니다.,청년월세 한시 특별지원
812,복지로에서 청년월세 지원 프로그램을 신청하려면 어떻게 해야 하나요?,청년 본인이 인증절차를 거쳐 복지로(http://www.bokjiro.go.kr)에서 온라인으로 신청하실 수 있습니다.,청년월세 한시 특별지원
813,청년월세 한시 특별지원은 대리인을 통해서도 신청할 수 있나요?,"네, 대리인 신청이 불가피한 경우에 한해 오프라인으로 주민센터를 통해 신청할 수 있습니다.",청년월세 한시 특별지원
814,오프라인으로 청년월세 한시 특별지원을 신청하고자 할 때 어디에 가야 하나요?,본인의 거주지역에 있는 관할 주민센터에 방문하여 신청하실 수 있습니다.,청년월세 한시 특별지원
815,복지로 사이트 접속 없이 청년월세 한시 특별지원을 받을 수 있는 방법은 무엇인가요?,주민센터를 직접 방문하여 오프라인으로 신청하시면 됩니다. 본인이 아닌 경우에는 대리인 신청도 가능합니다.,청년월세 한시 특별지원
816,청년월세 지원을 받으려면 어디로 어떻게 신청해야 하죠?,"온라인 신청은 복지로(http://www.bokjiro.go.kr)를 통해 본인 인증을 하여 신청하시면 되고, 오프라인 신청은 거주지 관할 주민센터에 직접 가셔서 신청하시면 됩니다. ",청년월세 한시 특별지원
817,청년월세를 도와주는 정부 지원 프로그램에 대해 어떻게 알 수 있나요?,"청년월세 한시 특별지원에 대한 정보는 전용 콜센터에서 안내를 받으실 수 있습니다. 해당 콜센터의 전화번호는 1600-0777이니, 연락하여 자세한 사항을 문의하시기 바랍니다.",청년월세 한시 특별지원
818,청년들이 임대료 부담을 줄일 수 있도록 돕는 서비스의 전화 상담은 어디로 해야 하나요?,청년월세 한시 특별지원 콜센터에서 전화 상담을 제공하고 있습니다. 임대료 부담 경감과 관련한 자세한 지원 내용은 1600-0777로 문의하면 안내받을 수 있습니다.,청년월세 한시 특별지원
819,2021년에 다시 시작된 청년 주거 지원 서비스의 문의처를 알려주세요.,"청년월세 한시 특별지원 서비스에 관한 문의사항은 전담 콜센터를 통해 안내받으실 수 있습니다. 문의 전화번호는 1600-0777이며, 여기로 연락하시면 도움을 받으실 수 있습니다.",청년월세 한시 특별지원
820,문화생활을 즐기고 싶은 저소득층 가정의 아이들을 위한 복지 혜택 중 문화누리카드가 있다고 들었어요. 어떤 조건을 충족해야 받을 수 있나요?,문화누리카드는 2017년 12월 31일 이전에 태어난 6세 이상의 기초생활수급자와 차상위계층 아동 및 청소년을 대상으로 하는 복지 혜택입니다. 해당 조건을 충족한다면 신청 가능하니 자격에 해당되는 경우 해당 기관을 통해 안내를 받아보시기 바랍니다.,통합문화이용권 (문화누리카드)
821,올해 초등학교에 입학한 우리 아이도 통합문화이용권 혜택을 받을 수 있을까요? 저희는 차상위계층으로 분류됩니다.,"네, 차상위계층에 속하면서 2017년 12월 31일 이전에 출생한 6세 이상의 아이라면 통합문화이용권 혜택을 신청할 수 있습니다. 귀하의 아이가 해당된다면 지원을 받을 수 있으므로 관련 기관에 문의하여 절차를 진행해보시길 권장합니다.",통합문화이용권 (문화누리카드)
822,"내년에 중학생이 되는 우리 집 막내가 기초생활수급자인데, 문화활동을 지원받을 수 있는 방법이 있나요?","예, 기초생활수급자 신분이라면 막내 분이 문화누리카드의 혜택을 받을 수 있습니다, 해당 카드는 문화생활을 지원하기 위한 것으로, 만 6세 이상이면서 2017년 12월 31일 이전에 출생한 기초생활수급자에게 지급됩니다. 따라서 막내 분이 이에 해당된다면 지역의 주민센터 또는 문화누리카드 홈페이지를 통해 신청하실 수 있어요.",통합문화이용권 (문화누리카드)
823,문화누리카드를 사용해서 연극을 관람하고 싶은데 가능한가요?,"네, 가능합니다. 문화누리카드는 공연 관람에 사용이 가능하므로 연극 관람에도 적용됩니다.",통합문화이용권 (문화누리카드)
